Identifiant station,Nom station,Station en fonctionnement,Capacité de la station,Nombre bornettes libres,Nombre total vélos disponibles,Vélos mécaniques disponibles,Vélos électriques disponibles,Borne de paiement disponible,Retour vélib possible,Actualisation de la donnée,Coordonnées géographiques,Nom communes équipées,Code INSEE communes équipées,Densite de la Station
18034,Leibniz - Jean Dollfus,OUI,32,24,8,5,3,OUI,OUI,2025-03-13T05:58:43+00:00,"48.896328348515986, 2.333390423834684",Paris,75056,0.25
12155,Rottembourg - Général Michel Bizot,OUI,43,6,37,32,5,OUI,OUI,2025-03-13T06:00:28+00:00,"48.83787825992554, 2.4044052511453633",Paris,75056,0.8604651162790697
20104,Louis Lumière.,OUI,22,18,4,0,4,OUI,OUI,2025-03-13T05:53:54+00:00,"48.86216198070008, 2.41112578185621",Paris,75056,0.18181818181818182
5115,Buffon - Jardin des Plantes,OUI,28,8,20,18,2,OUI,OUI,2025-03-13T05:56:44+00:00,"48.842668466104875, 2.3618587106466293",Paris,75056,0.7142857142857143
14135,Jourdan - Cité Universitaire,OUI,39,25,14,8,6,OUI,OUI,2025-03-13T06:01:04+00:00,"48.819897343156676, 2.3397007964124366",Paris,75056,0.358974358974359
44011,Lebrun - Colonel Fabien,OUI,27,23,4,2,2,OUI,OUI,2025-03-13T05:58:39+00:00,"48.78266870733145, 2.381317801773548",Vitry-sur-Seine,94081,0.14814814814814814
8110,Gare Saint-Lazare - Stockholm,OUI,31,20,11,3,8,OUI,OUI,2025-03-13T05:59:12+00:00,"48.877127316667654, 2.322417162358761",Paris,75056,0.3548387096774194
2108,Vivienne - Montmartre,OUI,37,28,9,3,6,OUI,OUI,2025-03-13T06:00:26+00:00,"48.871347597383, 2.3414588347077",Paris,75056,0.24324324324324326
20024,Gambetta - Père Lachaise,OUI,27,21,6,1,5,OUI,OUI,2025-03-13T05:52:00+00:00,"48.864295696165875, 2.398228667282044",Paris,75056,0.2222222222222222
12101,Charenton - Prague,OUI,28,3,25,21,4,OUI,OUI,2025-03-13T06:00:05+00:00,"48.848175129981, 2.3763584494312",Paris,75056,0.8928571428571429
12156,Niger - Soult,OUI,22,10,12,6,6,OUI,OUI,2025-03-13T06:00:04+00:00,"48.84369906369085, 2.410361237220498",Paris,75056,0.5454545454545454
8027,Mairie du 8ème,OUI,14,12,2,1,1,OUI,OUI,2025-03-13T05:57:51+00:00,"48.877932, 2.318264",Paris,75056,0.14285714285714285
18140,Porte de Clignancourt - Ney,OUI,39,28,11,3,8,OUI,OUI,2025-03-13T05:58:51+00:00,"48.899641123987095, 2.344321422278881",Paris,75056,0.28205128205128205
15039,Abbé Groult - Convention,OUI,17,7,10,6,4,OUI,OUI,2025-03-13T05:59:09+00:00,"48.83596927866069, 2.302064039509349",Paris,75056,0.5882352941176471
21315,Jules Guesdes - Général de Gaulle,OUI,24,9,15,4,11,OUI,OUI,2025-03-13T05:59:14+00:00,"48.81930581291959, 2.278934195637703",Issy-les-Moulineaux,92040,0.625
9009,Square Montholon,OUI,20,13,7,5,2,OUI,OUI,2025-03-13T05:58:24+00:00,"48.876620377545024, 2.3457641154527664",Paris,75056,0.35
23102,Hôtel de Ville de Sèvres,OUI,31,18,13,9,4,OUI,OUI,2025-03-13T05:58:22+00:00,"48.824363561289, 2.2131047397852",Sèvres,92072,0.41935483870967744
10034,Louis Blanc - La Chapelle,OUI,21,12,9,0,9,OUI,OUI,2025-03-13T06:00:02+00:00,"48.884008964514, 2.3599335551262",Paris,75056,0.42857142857142855
15036,Croix Nivert - Square Saint-Lambert,OUI,47,47,0,0,0,NON,NON,2025-03-03T09:03:43+00:00,"48.843051521591, 2.2952004522085",Paris,75056,0.0
6104,Herschel - Observatoire,OUI,36,29,7,3,4,OUI,OUI,2025-03-13T05:55:24+00:00,"48.84342376221923, 2.3376645147800446",Paris,75056,0.19444444444444445
21402,Place Aimé Césaire,OUI,27,25,2,0,2,OUI,OUI,2025-03-13T05:59:34+00:00,"48.783194713067815, 2.2429127991199493",Clamart,92023,0.07407407407407407
21309,Mairie d'Issy,OUI,40,25,15,6,9,OUI,OUI,2025-03-13T05:59:41+00:00,"48.823767792468, 2.2723111510277",Issy-les-Moulineaux,92040,0.375
41403,Gare RER - Malleret-Joinville,OUI,20,1,19,16,3,OUI,OUI,2025-03-13T05:59:13+00:00,"48.802936, 2.42531",Alfortville,94002,0.95
20034,Sorbier - Ménilmontant,OUI,23,21,2,0,2,OUI,OUI,2025-03-13T05:57:34+00:00,"48.868542395661, 2.3897721245885",Paris,75056,0.08695652173913043
13018,Bruant - Vincent Auriol,OUI,25,11,14,4,10,OUI,OUI,2025-03-13T05:59:42+00:00,"48.834848452929, 2.3668264996271",Paris,75056,0.56
13005,Cordelières - Arago,OUI,43,7,36,28,8,OUI,OUI,2025-03-13T06:01:05+00:00,"48.83548071896613, 2.348572461702221",Paris,75056,0.8372093023255814
21303,Jean Monnet - Iles,OUI,32,2,30,30,0,OUI,OUI,2025-03-13T06:01:03+00:00,"48.823393984057304, 2.2497073194874866",Issy-les-Moulineaux,92040,0.9375
19002,Centquatre,OUI,38,17,21,0,21,NON,NON,2025-03-13T05:58:38+00:00,"48.889333538455, 2.3707854375243",Paris,75056,0.5526315789473685
33014,Parc Eli Lotar,OUI,19,3,16,10,6,OUI,OUI,2025-03-13T05:57:44+00:00,"48.91844993053703, 2.3727085813879967",Aubervilliers,93001,0.8421052631578947
17019,Phalsbourg - Villiers,OUI,19,14,5,0,5,OUI,OUI,2025-03-13T06:00:26+00:00,"48.88242307900951, 2.3090453445911407",Paris,75056,0.2631578947368421
9007,Condorcet - Turgot,OUI,19,15,4,2,2,OUI,OUI,2025-03-13T05:57:46+00:00,"48.87985155789093, 2.345232367515564",Paris,75056,0.21052631578947367
19010,Emile Reynaud - Porte de la Villette,OUI,22,5,17,3,14,OUI,OUI,2025-03-13T05:59:37+00:00,"48.90098953630053, 2.3887022584676743",Paris,75056,0.7727272727272727
13052,Leredde - Tolbiac,OUI,44,33,11,8,3,OUI,OUI,2025-03-13T06:00:56+00:00,"48.82887629664, 2.3744382709265",Paris,75056,0.25
10009,Mairie du 10ème,OUI,18,3,15,14,1,OUI,OUI,2025-03-13T05:58:56+00:00,"48.872089449907, 2.3575825989246",Paris,75056,0.8333333333333334
17024,Villiers - Batignolles,OUI,22,17,5,3,2,OUI,OUI,2025-03-13T05:55:50+00:00,"48.88125253846116, 2.31653843075037",Paris,75056,0.22727272727272727
15132,Bargue -  Dutot,OUI,21,12,9,4,5,OUI,OUI,2025-03-13T05:59:01+00:00,"48.837884, 2.308876",Paris,75056,0.42857142857142855
20105,Benoît Frachon - République,OUI,28,25,3,2,1,OUI,OUI,2025-03-13T05:59:58+00:00,"48.85230729014318, 2.415605485439301",Paris,75056,0.10714285714285714
20006,Pyrénées - Plaine,OUI,12,2,10,3,7,OUI,OUI,2025-03-13T05:58:33+00:00,"48.85026702458, 2.4062821269035",Paris,75056,0.8333333333333334
41401,Marne - Charles de Gaulle,OUI,26,7,19,17,2,OUI,OUI,2025-03-13T05:59:19+00:00,"48.815071719544434, 2.4121668934822087",Alfortville,94002,0.7307692307692307
21953,Gare de Bellevue,OUI,20,15,5,1,4,OUI,OUI,2025-03-13T05:54:31+00:00,"48.8192404685572, 2.2295309230685234",Meudon,92048,0.25
14031,Didot - Place de Moro-Giafferi,OUI,19,17,2,1,1,OUI,OUI,2025-03-13T05:56:05+00:00,"48.8337, 2.3215",Paris,75056,0.10526315789473684
14137,Maurice d'Ocagne - General Maudhuy,OUI,29,19,10,5,5,OUI,OUI,2025-03-13T05:51:38+00:00,"48.82414282524159, 2.3158789426088333",Paris,75056,0.3448275862068966
20044,Davout - Volga,OUI,27,21,6,4,2,OUI,OUI,2025-03-13T06:00:57+00:00,"48.852919679957296, 2.410522909779111",Paris,75056,0.2222222222222222
14019,Sarrette - Général Leclerc,OUI,21,21,0,0,0,OUI,OUI,2025-03-13T06:00:54+00:00,"48.825030852925, 2.3264128693982",Paris,75056,0.0
16019,Porte de la Muette,OUI,34,30,4,3,1,OUI,OUI,2025-03-13T05:56:41+00:00,"48.86302317841182, 2.2687188170157406",Paris,75056,0.11764705882352941
3011,Turbigo - Réaumur,OUI,31,7,24,16,8,OUI,OUI,2025-03-13T06:01:01+00:00,"48.865574047531, 2.3564198613167",Paris,75056,0.7741935483870968
33012,Landy - Heurtault,OUI,29,15,14,4,10,OUI,OUI,2025-03-13T05:59:52+00:00,"48.915096534520316, 2.375951372087002",Aubervilliers,93001,0.4827586206896552
31709,Place de la Fraternité,OUI,22,12,10,0,10,OUI,OUI,2025-03-13T06:00:10+00:00,"48.85716405838368, 2.422847449779511",Montreuil,93048,0.45454545454545453
3102,Bourg l'Abbé - Saint-Martin,OUI,36,19,17,15,2,OUI,OUI,2025-03-13T06:00:18+00:00,"48.86393331949257, 2.352406270802021",Paris,75056,0.4722222222222222
21506,Maurice Payret-Dortail,OUI,22,19,3,1,2,OUI,OUI,2025-03-13T05:58:07+00:00,"48.87811957063342, 2.2233625128865246",Suresnes,92073,0.13636363636363635
10019,Paradis - Hauteville,OUI,31,14,17,10,7,OUI,OUI,2025-03-13T05:58:46+00:00,"48.874999954666755, 2.3522757401923404",Paris,75056,0.5483870967741935
3001,Beaumarchais - Saint-Gilles,OUI,44,23,21,19,2,OUI,OUI,2025-03-13T05:59:28+00:00,"48.8580378, 2.3679352",Paris,75056,0.4772727272727273
41203,Stalingrad - Rigollots,OUI,49,33,16,7,9,OUI,OUI,2025-03-13T05:56:47+00:00,"48.84997403844251, 2.45557576417923",Fontenay-sous-Bois,94033,0.32653061224489793
9037,Parme - Clichy,OUI,24,22,2,0,2,OUI,OUI,2025-03-13T05:57:03+00:00,"48.881266424227, 2.3281970934506",Paris,75056,0.08333333333333333
18039,Jardins d'Eole,OUI,18,13,5,2,3,OUI,OUI,2025-03-13T05:59:56+00:00,"48.8869703, 2.3668488",Paris,75056,0.2777777777777778
7021,Bosquet - Saint-Dominique,OUI,28,9,19,17,2,OUI,OUI,2025-03-13T06:00:04+00:00,"48.858651709526, 2.3037165802346",Paris,75056,0.6785714285714286
10024,Buisson Saint-Louis - Saint-Maur,OUI,18,18,0,0,0,NON,NON,2024-12-03T04:34:28+00:00,"48.871746849303, 2.372252832879",Paris,75056,0.0
2015,Louis le Grand - Italiens,OUI,32,28,4,0,4,OUI,OUI,2025-03-13T05:55:06+00:00,"48.870508937204, 2.3340544619393",Paris,75056,0.125
10008,Cité Riverin - Château d'Eau,OUI,18,4,14,14,0,OUI,OUI,2025-03-13T05:59:47+00:00,"48.870702423554306, 2.358739863900845",Paris,75056,0.7777777777777778
21026,Sèvres - Général Leclerc,OUI,29,19,10,8,2,OUI,OUI,2025-03-13T06:00:09+00:00,"48.830121559055, 2.2314262390137",Boulogne-Billancourt,92012,0.3448275862068966
16012,Flandrin - Longchamp,OUI,40,27,13,7,6,OUI,OUI,2025-03-13T05:59:26+00:00,"48.86877849178477, 2.274354539176829",Paris,75056,0.325
20029,Frères Flavien - Porte des Lilas,OUI,23,14,9,4,5,OUI,OUI,2025-03-13T05:52:35+00:00,"48.8780992764359, 2.41104629853209",Paris,75056,0.391304347826087
16036,Porte Molitor,OUI,58,32,26,22,4,OUI,OUI,2025-03-13T05:59:47+00:00,"48.84524763511433, 2.2569015249609947",Paris,75056,0.4482758620689655
2003,Saint-Denis - Réaumur,OUI,31,18,13,13,0,OUI,OUI,2025-03-13T05:59:08+00:00,"48.8661116315789, 2.3507790675507594",Paris,75056,0.41935483870967744
42505,Charles Frérot - Albert Guilpin,OUI,29,13,16,9,7,OUI,OUI,2025-03-13T06:00:13+00:00,"48.8155839183714, 2.3505029082298283",Gentilly,94037,0.5517241379310345
22503,Joffre - Aigle,OUI,19,8,11,3,8,OUI,OUI,2025-03-13T05:56:12+00:00,"48.904033, 2.245096",La Garenne-Colombes,92035,0.5789473684210527
10032,Claude Vellefaux - Hôpital Saint-Louis,OUI,31,22,9,8,1,OUI,OUI,2025-03-13T06:00:12+00:00,"48.872859139003, 2.3700717069851",Paris,75056,0.2903225806451613
13017,Nationale - Vincent Auriol,OUI,33,27,6,1,5,OUI,OUI,2025-03-13T05:57:35+00:00,"48.83252708397293, 2.362354410392119",Paris,75056,0.18181818181818182
12015,Place de la Nation - Picpus,OUI,36,20,16,3,13,OUI,OUI,2025-03-13T06:01:02+00:00,"48.846821681548, 2.4001130461693",Paris,75056,0.4444444444444444
15111,Olivier de Serres - Leriche,OUI,24,13,11,4,7,OUI,OUI,2025-03-13T06:00:18+00:00,"48.83460221715206, 2.2957482933998112",Paris,75056,0.4583333333333333
26004,Gare RER les Grésillons,OUI,22,12,10,9,1,OUI,OUI,2025-03-13T06:01:04+00:00,"48.919898633572764, 2.31458459136273",Asnières-sur-Seine,92004,0.45454545454545453
12020,Cours de Vincennes - Soult,OUI,44,35,9,6,3,OUI,OUI,2025-03-13T05:59:10+00:00,"48.846918761569, 2.4105220288038",Paris,75056,0.20454545454545456
16042,Murat - Porte de Saint-Cloud,OUI,38,3,35,30,5,OUI,OUI,2025-03-13T06:00:05+00:00,"48.83750862621299, 2.2577651962637906",Paris,75056,0.9210526315789473
2021,Cléry - Montmartre,OUI,58,51,7,3,4,OUI,OUI,2025-03-13T06:00:50+00:00,"48.867458, 2.3445211",Paris,75056,0.1206896551724138
1006,Grande Truanderie - Saint-Denis,OUI,29,20,9,8,1,OUI,OUI,2025-03-13T05:55:59+00:00,"48.8626302, 2.3498075",Paris,75056,0.3103448275862069
4014,Blancs-Manteaux - Archives,OUI,28,7,21,20,1,OUI,OUI,2025-03-13T05:59:46+00:00,"48.85941800703, 2.3559471219778",Paris,75056,0.75
15001,Gare Montparnasse - Arrivée,OUI,41,32,9,2,7,OUI,OUI,2025-03-13T06:00:03+00:00,"48.843827994315, 2.3225811123848",Paris,75056,0.21951219512195122
19012,Lally-Tollendal - Armand Carrel,OUI,27,15,12,4,8,OUI,OUI,2025-03-13T06:00:19+00:00,"48.88270066221072, 2.374717555940151",Paris,75056,0.4444444444444444
15008,Sèvres - Lecourbe,OUI,60,48,12,7,5,OUI,OUI,2025-03-13T06:00:27+00:00,"48.8447677, 2.3110086",Paris,75056,0.2
31001,Lagny - Auguste Blanqui,OUI,26,17,9,5,4,OUI,OUI,2025-03-13T06:00:40+00:00,"48.84922568052601, 2.4218603968620305",Montreuil,93048,0.34615384615384615
22201,Henri Ravera - Gabriel Péri,OUI,27,20,7,0,7,OUI,OUI,2025-03-13T05:54:29+00:00,"48.79722273833844, 2.302115857601166",Bagneux,92007,0.25925925925925924
21507,Gardenat-Lapostol - Velettes,OUI,20,13,7,1,6,OUI,OUI,2025-03-13T06:01:00+00:00,"48.87387, 2.224185",Suresnes,92073,0.35
11112,Jules Vallès - Charonne,OUI,23,5,18,16,2,OUI,OUI,2025-03-13T05:58:53+00:00,"48.854284379935, 2.3847674578428",Paris,75056,0.782608695652174
22306,Place du 17 Octobre,OUI,16,13,3,2,1,OUI,OUI,2025-03-13T05:55:36+00:00,"48.91962690034779, 2.2978286134199792",Gennevilliers,92036,0.1875
5007,Ecoles - Carmes,OUI,32,26,6,3,3,OUI,OUI,2025-03-13T05:55:22+00:00,"48.848904447989405, 2.3473486304283147",Paris,75056,0.1875
14023,Adolphe Pinard - Victor Hugo,OUI,51,49,2,1,1,OUI,OUI,2025-03-13T06:00:27+00:00,"48.8236825874564, 2.3077843710780144",Malakoff,92046,0.0392156862745098
4006,Bourdon - Pont Morland,OUI,49,27,22,22,0,OUI,OUI,2025-03-13T06:00:34+00:00,"48.8478103, 2.3659356",Paris,75056,0.4489795918367347
22502,Kléber - National,OUI,20,16,4,1,3,OUI,OUI,2025-03-13T05:55:15+00:00,"48.906333898712234, 2.2393910586833954",La Garenne-Colombes,92035,0.2
18202,Diane Arbus,OUI,37,29,8,2,6,OUI,OUI,2025-03-13T06:00:52+00:00,"48.898800717199, 2.3524022474885",Paris,75056,0.21621621621621623
4015,Mairie du 4ème,OUI,39,26,13,12,1,OUI,OUI,2025-03-13T05:59:09+00:00,"48.855949910497, 2.3563823103905",Paris,75056,0.3333333333333333
5015,Epée de Bois - Mouffetard,OUI,62,58,4,3,1,OUI,OUI,2025-03-13T06:00:49+00:00,"48.841508690388835, 2.350066713988781",Paris,75056,0.06451612903225806
3003,Fille du Calvaire - Turenne,OUI,26,10,16,14,2,OUI,OUI,2025-03-13T05:59:43+00:00,"48.86210505412563, 2.3649600148200993",Paris,75056,0.6153846153846154
44014,Camille Risch - Paul Armangot,OUI,25,13,12,4,8,OUI,OUI,2025-03-13T06:00:22+00:00,"48.774703, 2.373685",Vitry-sur-Seine,94081,0.48
21110,Parc Roger Salengro,OUI,30,6,24,21,3,OUI,OUI,2025-03-13T05:59:03+00:00,"48.905303858642, 2.31055945158",Clichy,92024,0.8
47003,Charentonneau - Maisons Alfort,OUI,20,8,12,7,5,OUI,OUI,2025-03-13T05:56:59+00:00,"48.809932980484355, 2.443288456496946",Maisons-Alfort,94046,0.6
6031,Pierre Sarrazin - Saint-Michel,OUI,31,18,13,12,1,OUI,OUI,2025-03-13T06:00:02+00:00,"48.850908146398, 2.342130728066",Paris,75056,0.41935483870967744
18004,Place des Abbesses,OUI,11,7,4,1,3,OUI,OUI,2025-03-13T05:59:26+00:00,"48.884542726149725, 2.3386867716908455",Paris,75056,0.36363636363636365
4012,Tiron - Rivoli,OUI,27,3,24,21,3,OUI,OUI,2025-03-13T05:59:16+00:00,"48.855692253233, 2.3579058051109",Paris,75056,0.8888888888888888
7012,Cité Vaneau,OUI,24,18,6,5,1,OUI,OUI,2025-03-13T06:00:56+00:00,"48.8542210666207, 2.319614924490452",Paris,75056,0.25
21215,Verdier - Jean Jaurès,OUI,32,28,4,3,1,OUI,OUI,2025-03-13T05:53:58+00:00,"48.81614048711214, 2.3123561963438988",Montrouge,92049,0.125
20001,Place de la Nation - Charonne,OUI,33,26,7,2,5,OUI,OUI,2025-03-13T05:59:41+00:00,"48.848364667777, 2.3997623859813",Paris,75056,0.21212121212121213
41208,Alouettes - Maréchal de Lattre de Tassigny,OUI,21,16,5,1,4,OUI,OUI,2025-03-13T05:59:53+00:00,"48.85511009293948, 2.4930700287222862",Fontenay-sous-Bois,94033,0.23809523809523808
12019,Gare de Reuilly - Picpus,OUI,26,18,8,3,5,OUI,OUI,2025-03-13T06:00:33+00:00,"48.84267354116789, 2.3972943797707558",Paris,75056,0.3076923076923077
42704,Mairie du Kremlin-Bicêtre,OUI,25,19,6,0,6,OUI,OUI,2025-03-13T05:58:19+00:00,"48.81191981537702, 2.3570189997553825",Le Kremlin-Bicêtre,94043,0.24
3010,Beaubourg - Michel-le-Comte,OUI,15,7,8,6,2,OUI,OUI,2025-03-13T05:44:37+00:00,"48.862534941806, 2.3543103039265",Paris,75056,0.5333333333333333
4017,Place de l'Hôtel de Ville,OUI,13,6,7,7,0,OUI,OUI,2025-03-13T05:56:05+00:00,"48.8573314, 2.351458",Paris,75056,0.5384615384615384
16102,Pergolèse - Marbeau,OUI,26,23,3,3,0,OUI,OUI,2025-03-13T06:00:34+00:00,"48.873568706869, 2.2815125225299",Paris,75056,0.11538461538461539
26006,Bas - Gabriel Péri,OUI,30,3,27,19,8,OUI,OUI,2025-03-13T05:58:25+00:00,"48.91585580539625, 2.2948095202445984",Asnières-sur-Seine,92004,0.9
4021,Centre Georges Pompidou,OUI,24,22,2,0,2,OUI,OUI,2025-03-13T05:54:14+00:00,"48.861419, 2.352581",Paris,75056,0.08333333333333333
42026,Barbès - Monique Maunoury,OUI,40,27,13,7,6,OUI,OUI,2025-03-13T05:58:20+00:00,"48.81552718820216, 2.3687169334905405",Ivry-sur-Seine,94041,0.325
19201,Petit - Georges Thill,OUI,23,11,12,3,9,OUI,OUI,2025-03-13T05:59:50+00:00,"48.88603131999171, 2.3895753175020222",Paris,75056,0.5217391304347826
2012,Choiseul - Quatre Septembre,OUI,44,37,7,2,5,OUI,OUI,2025-03-13T05:53:50+00:00,"48.8699355331869, 2.3359975218772893",Paris,75056,0.1590909090909091
22301,Chausson - Gabriel Péri,OUI,20,5,15,14,1,OUI,OUI,2025-03-13T06:00:41+00:00,"48.921891003481115, 2.2952306270599365",Gennevilliers,92036,0.75
12163,Hippodrome Paris-Vincennes,OUI,42,41,1,1,0,OUI,OUI,2025-03-13T06:00:59+00:00,"48.82048387758518, 2.446271181106568",Paris,75056,0.023809523809523808
41405,Place de l'Europe - Alfortville,OUI,24,4,20,17,3,OUI,OUI,2025-03-13T05:58:10+00:00,"48.78913702405837, 2.4284800887107854",Alfortville,94002,0.8333333333333334
35012,Candale - Mehul,OUI,25,16,9,0,9,OUI,OUI,2025-03-13T06:00:25+00:00,"48.8893935006175, 2.414379715919495",Pantin,93055,0.36
8028,Arsène Houssaye - Champs-Elysées,OUI,28,24,4,2,2,OUI,OUI,2025-03-13T05:55:40+00:00,"48.873409276267, 2.2977904602885",Paris,75056,0.14285714285714285
21505,Édouard Vaillant - Place Jean Jaurès,OUI,21,16,5,2,3,OUI,OUI,2025-03-13T06:00:14+00:00,"48.86265537999924, 2.2089037319128613",Suresnes,92073,0.23809523809523808
10011,Bourse du Travail,OUI,15,0,15,13,2,OUI,OUI,2025-03-13T06:01:01+00:00,"48.868976638826, 2.3623438552022",Paris,75056,1.0
2016,Aboukir - Alexandrie,OUI,20,9,11,11,0,OUI,OUI,2025-03-13T05:57:08+00:00,"48.86868344444473, 2.3502043269474897",Paris,75056,0.55
10027,Dunkerque - Alsace,OUI,20,8,12,3,9,OUI,OUI,2025-03-13T06:00:28+00:00,"48.879355, 2.358379",Paris,75056,0.6
16044,Porte de Saint Cloud - Parc des Princes,OUI,32,13,19,16,3,OUI,OUI,2025-03-13T06:00:52+00:00,"48.838662757066, 2.2525164484978",Paris,75056,0.59375
10006,Petites Ecuries - Faubourg Saint-Denis,OUI,25,20,5,3,2,OUI,OUI,2025-03-13T05:56:09+00:00,"48.87287120589831, 2.3542150855064397",Paris,75056,0.2
44001,Quai Jules Guesde - Saint-Simon,OUI,30,0,30,26,4,OUI,OUI,2025-03-13T06:00:00+00:00,"48.80391487219, 2.4089661620274",Vitry-sur-Seine,94081,1.0
22401,Charles de Gaulle - Plateau de Vanves,OUI,32,32,0,0,0,OUI,OUI,2025-03-13T05:58:52+00:00,"48.82233088973263, 2.298571803412886",Malakoff,92046,0.0
5004,Saint-Jacques - Val de Grâce,OUI,19,16,3,2,1,OUI,OUI,2025-03-13T05:56:44+00:00,"48.8417514, 2.3413893",Paris,75056,0.15789473684210525
12002,Lacuée - Lyon,OUI,15,3,12,4,8,OUI,OUI,2025-03-13T06:01:02+00:00,"48.849268481958, 2.3704585433006",Paris,75056,0.8
10041,Gare du Nord - La Chapelle,OUI,18,13,5,3,2,OUI,OUI,2025-03-13T05:59:08+00:00,"48.884178287286, 2.3561057075858",Paris,75056,0.2777777777777778
4103,Archives - Rivoli,OUI,19,12,7,3,4,OUI,OUI,2025-03-13T05:55:43+00:00,"48.857346707443, 2.3539767041802",Paris,75056,0.3684210526315789
32019,Place du 8 mai 1945.,OUI,28,21,7,3,4,OUI,OUI,2025-03-13T05:56:55+00:00,"48.938882272105, 2.3566243797541",Saint-Denis,93066,0.25
14103,Maine - Liancourt,OUI,25,24,1,0,1,OUI,OUI,2025-03-13T05:59:44+00:00,"48.835064363954, 2.323731449974",Paris,75056,0.04
9039,Chaussée d'Antin - Haussmann,OUI,22,16,6,3,3,OUI,OUI,2025-03-13T06:00:34+00:00,"48.87243, 2.33359",Paris,75056,0.2727272727272727
19129,Solitaires - Place des Fêtes,OUI,29,29,0,0,0,NON,NON,2025-02-23T09:26:05+00:00,"48.876601, 2.391769",Paris,75056,0.0
22506,Gare des Vallées,OUI,18,11,7,5,2,OUI,OUI,2025-03-13T06:00:11+00:00,"48.913179, 2.257726",La Garenne-Colombes,92035,0.3888888888888889
32013,Saint-Denis - Université,OUI,19,16,3,1,2,OUI,OUI,2025-03-13T05:59:35+00:00,"48.94563430946964, 2.3638297989964485",Saint-Denis,93066,0.15789473684210525
1026,Place du Lieutenant Henri Karcher,OUI,29,22,7,6,1,OUI,OUI,2025-03-13T06:00:39+00:00,"48.863490871724466, 2.3400671035051346",Paris,75056,0.2413793103448276
1102,Française - Etienne Marcel,OUI,35,17,18,18,0,OUI,OUI,2025-03-13T06:00:52+00:00,"48.864053304653766, 2.347587011754513",Paris,75056,0.5142857142857142
1116,Ventadour - Opéra,OUI,25,15,10,7,3,OUI,OUI,2025-03-13T05:59:28+00:00,"48.866810653323, 2.3343884482519",Paris,75056,0.4
24006,Adolphe Lalyre - Armand Silvestre,OUI,39,24,15,3,12,OUI,OUI,2025-03-13T05:59:59+00:00,"48.90406266961591, 2.273416221141815",Courbevoie,92026,0.38461538461538464
32024,Port - Confluence,OUI,23,13,10,5,5,OUI,OUI,2025-03-13T05:59:54+00:00,"48.936093926526, 2.3436167797955",Saint-Denis,93066,0.43478260869565216
3009,Temple - Haudriettes,OUI,19,10,9,8,1,OUI,OUI,2025-03-13T06:00:27+00:00,"48.861636880212, 2.3566960206458",Paris,75056,0.47368421052631576
1017,Saint-Honoré - 29 juillet,OUI,18,16,2,2,0,OUI,OUI,2025-03-13T05:53:11+00:00,"48.86557114282421, 2.330567417577153",Paris,75056,0.1111111111111111
14132,Bézout - Général Leclerc,OUI,28,28,0,0,0,OUI,OUI,2025-03-13T05:55:06+00:00,"48.82884804502439, 2.3285973072052",Paris,75056,0.0
15040,Saint-Amand - Labrouste,OUI,34,26,8,3,5,OUI,OUI,2025-03-13T06:00:10+00:00,"48.834097274832295, 2.3087677359581",Paris,75056,0.23529411764705882
2005,Montmartre - Etienne Marcel,OUI,15,5,10,8,2,OUI,OUI,2025-03-13T05:57:42+00:00,"48.86502194581, 2.3450684401448",Paris,75056,0.6666666666666666
23107,Gare de Sèvres - Ville d'Avray,OUI,22,16,6,4,2,OUI,OUI,2025-03-13T05:57:28+00:00,"48.826262366227, 2.2001516849313",Sèvres,92072,0.2727272727272727
3012,Square Emile - Chautemps,OUI,25,8,17,11,6,OUI,OUI,2025-03-13T05:58:44+00:00,"48.867433724231, 2.3536357283592",Paris,75056,0.68
6201,Saint Pères - Saint Germain,OUI,22,8,14,8,6,OUI,OUI,2025-03-13T06:00:44+00:00,"48.853729675265, 2.3300181032703",Paris,75056,0.6363636363636364
23702,Hôtel de Ville de Chaville,OUI,20,17,3,0,3,OUI,OUI,2025-03-13T05:54:15+00:00,"48.80887149094033, 2.188134044408798",Chaville,92022,0.15
6026,Saint-Placide - Cherche Midi,OUI,66,64,2,2,0,OUI,OUI,2025-03-13T05:54:11+00:00,"48.8490535919234, 2.325317971408367",Paris,75056,0.030303030303030304
14022,Didot - Mariniers,OUI,35,35,0,0,0,OUI,OUI,2025-03-13T05:51:41+00:00,"48.82650543613106, 2.313136198271666",Paris,75056,0.0
22601,Marx Dormoy - Château Sainte-Barbe,OUI,21,17,4,1,3,OUI,OUI,2025-03-13T05:59:58+00:00,"48.791782341055324, 2.297856844961643",Fontenay-aux-Roses,92032,0.19047619047619047
2002,Etienne Marcel - Montorgueil,OUI,24,12,12,11,1,OUI,OUI,2025-03-13T05:59:00+00:00,"48.86450567259199, 2.3461959511041637",Paris,75056,0.5
