Identifiant station,Nom station,Station en fonctionnement,Capacité de la station,Nombre bornettes libres,Nombre total vélos disponibles,Vélos mécaniques disponibles,Vélos électriques disponibles,Borne de paiement disponible,Retour vélib possible,Actualisation de la donnée,Coordonnées géographiques,Nom communes équipées,Code INSEE communes équipées,Densite de la Station
21115,Chancé Milly - Cimetière Communal Sud,OUI,32,18,14,13,1,OUI,OUI,2025-03-13T14:01:23+00:00,"48.89687189382465, 2.303922325372696",Clichy,92024,0.4375
4002,Marché aux fleurs,OUI,20,5,15,7,8,OUI,OUI,2025-03-13T14:01:55+00:00,"48.855258115391, 2.3473754525185",Paris,75056,0.75
21708,Marcel Yol - Jullien,OUI,28,22,6,5,1,OUI,OUI,2025-03-13T14:01:47+00:00,"48.82537611802588, 2.287235018058929",Vanves,92075,0.21428571428571427
17003,Jacques Kellner - Saint-Ouen,OUI,43,43,0,0,0,OUI,OUI,2025-03-13T13:59:38+00:00,"48.895809485802886, 2.327897409164145",Paris,75056,0.0
13048,Wurtz - Tolbiac,OUI,28,28,0,0,0,NON,NON,2025-03-13T12:52:17+00:00,"48.82631195621, 2.344585955143",Paris,75056,0.0
42501,Raspail - Albert Schweitzer,OUI,27,8,19,18,1,OUI,OUI,2025-03-13T14:01:55+00:00,"48.81031545, 2.34395871",Gentilly,94037,0.7037037037037037
11109,Pierre Levée - Fontaine Timbaud,OUI,21,16,5,0,5,OUI,OUI,2025-03-13T13:59:36+00:00,"48.86632723374305, 2.3711163550615306",Paris,75056,0.23809523809523808
21204,Estienne d'Orves - Henri Ginoux,OUI,30,29,1,0,1,OUI,OUI,2025-03-13T14:00:17+00:00,"48.815388220397274, 2.320886790760933",Montrouge,92049,0.03333333333333333
44002,Paul Vaillant-Couturier - Gare RER,OUI,25,2,23,19,4,OUI,OUI,2025-03-13T14:01:14+00:00,"48.80108159069614, 2.402097210288048",Vitry-sur-Seine,94081,0.92
22206,Louis Pasteur - Albert Petit,OUI,30,27,3,0,3,OUI,OUI,2025-03-13T14:01:04+00:00,"48.796261, 2.317289",Bagneux,92007,0.1
16115,Raffet - Montmorency,OUI,40,31,9,2,7,OUI,OUI,2025-03-13T14:00:59+00:00,"48.85258670812, 2.2629252456151954",Paris,75056,0.225
11021,Charonne - Pierre Bayle,OUI,23,20,3,0,3,OUI,OUI,2025-03-13T14:01:46+00:00,"48.858445054262, 2.3903981223891",Paris,75056,0.13043478260869565
13039,Ivry - Simone Weil,OUI,18,12,6,4,2,OUI,OUI,2025-03-13T13:59:56+00:00,"48.823283932030755, 2.3659095168113713",Paris,75056,0.3333333333333333
21217,Louis Rolland - République,OUI,26,26,0,0,0,OUI,OUI,2025-03-13T13:59:22+00:00,"48.81710889740748, 2.3193106434955717",Montrouge,92049,0.0
21030,Fessart - Château,OUI,20,0,20,15,5,OUI,OUI,2025-03-13T14:01:33+00:00,"48.84245, 2.23989",Boulogne-Billancourt,92012,1.0
12007,Gare de Lyon - Chalon,OUI,45,15,30,18,12,OUI,OUI,2025-03-13T14:00:45+00:00,"48.845666194202, 2.3741452395916",Paris,75056,0.6666666666666666
15043,Brancion - Lefebvre,OUI,9,7,2,0,2,OUI,OUI,2025-03-13T13:57:53+00:00,"48.82900222785569, 2.301431038163409",Paris,75056,0.2222222222222222
35007,Benjamin Delessert - Jean Lolive,OUI,20,17,3,0,3,OUI,OUI,2025-03-13T14:00:27+00:00,"48.89392043619345, 2.417981922626496",Pantin,93055,0.15
22604,Hôtel de Ville de Fontenay-aux-Roses,OUI,32,32,0,0,0,OUI,OUI,2025-03-13T13:52:55+00:00,"48.790844603480856, 2.2871455930319455",Fontenay-aux-Roses,92032,0.0
47001,Place de la Gare,OUI,45,2,43,39,4,OUI,OUI,2025-03-13T14:01:08+00:00,"48.80253358011283, 2.4275037646293645",Maisons-Alfort,94046,0.9555555555555556
20009,Docteurs Déjérine - Pte de Montreuil,OUI,19,17,2,1,1,OUI,OUI,2025-03-13T13:57:11+00:00,"48.85398448133697, 2.41208288897222",Paris,75056,0.10526315789473684
44101,Place Mongolfier,OUI,37,15,22,13,9,OUI,OUI,2025-03-13T14:00:32+00:00,"48.815160030060376, 2.4592879414558415",Saint-Maurice,94069,0.5945945945945946
11032,Jean-Pierre Timbaud - Vaucouleurs,OUI,45,35,10,4,6,OUI,OUI,2025-03-13T14:00:23+00:00,"48.867937, 2.377885",Paris,75056,0.2222222222222222
14010,Jean Moulin - Place Victor et Hélène Basch,OUI,38,34,4,0,4,OUI,OUI,2025-03-13T14:01:18+00:00,"48.82764910241, 2.3261967301369",Paris,75056,0.10526315789473684
16101,Malakoff - Place de la Porte Maillot,OUI,26,10,16,5,11,OUI,OUI,2025-03-13T13:55:28+00:00,"48.876733496638, 2.2834577411413",Paris,75056,0.6153846153846154
22303,Lucien Lanternier - Le Luth,OUI,25,9,16,12,4,OUI,OUI,2025-03-13T14:00:34+00:00,"48.93159430558871, 2.2889783978462224",Gennevilliers,92036,0.64
13121,Bruneseau - Quai d'Ivry,OUI,46,2,44,44,0,OUI,OUI,2025-03-13T14:01:45+00:00,"48.824945637583, 2.3885661363602",Ivry-sur-Seine,94041,0.9565217391304348
17107,Berthier - Place Stuart Merril,OUI,35,20,15,12,3,OUI,OUI,2025-03-13T14:00:26+00:00,"48.885927922355044, 2.2933450341224675",Paris,75056,0.42857142857142855
21307,Victor Cresson - Telles de la Poterie,OUI,29,14,15,11,4,OUI,OUI,2025-03-13T13:56:20+00:00,"48.822698842979, 2.2686498274964",Issy-les-Moulineaux,92040,0.5172413793103449
15004,Vaugirard - Pasteur,OUI,21,20,1,0,1,OUI,OUI,2025-03-13T13:59:25+00:00,"48.84040868803496, 2.3154367133975033",Paris,75056,0.047619047619047616
10012,Vinaigriers - Magenta,OUI,24,16,8,4,4,OUI,OUI,2025-03-13T14:01:54+00:00,"48.8731167, 2.3593052",Paris,75056,0.3333333333333333
23010,Voltaire - Anatole France,OUI,26,4,22,13,9,OUI,OUI,2025-03-13T13:59:44+00:00,"48.891999360256904, 2.284262739121914",Levallois-Perret,92044,0.8461538461538461
21028,Pierre Lefaucheux - Traversière,OUI,34,6,28,18,10,OUI,OUI,2025-03-13T14:01:30+00:00,"48.82435208303827, 2.2417913004755974",Boulogne-Billancourt,92012,0.8235294117647058
19128,Quai de l'Oise - Aisne,OUI,28,25,3,1,2,OUI,OUI,2025-03-13T14:00:52+00:00,"48.8906231, 2.3833701",Paris,75056,0.10714285714285714
10018,Square Alban Satragne,OUI,29,26,3,0,3,OUI,OUI,2025-03-13T13:53:35+00:00,"48.875388227727, 2.3559567333359",Paris,75056,0.10344827586206896
15005,Place Jacques et Thérèse Tréfouël,OUI,42,28,14,9,5,OUI,OUI,2025-03-13T14:01:23+00:00,"48.842726498317, 2.3125657439232",Paris,75056,0.3333333333333333
32301,Mairie de Romainville,OUI,17,17,0,0,0,OUI,OUI,2025-03-13T13:55:17+00:00,"48.885109, 2.435679",Romainville,93063,0.0
18006,Square Louise Michel,OUI,35,32,3,0,3,OUI,OUI,2025-03-13T14:01:40+00:00,"48.884687354509, 2.3441386967897",Paris,75056,0.08571428571428572
20108,Jardin de l'Hospice Debrousse,OUI,23,21,2,0,2,OUI,OUI,2025-03-13T13:53:13+00:00,"48.861451061938, 2.40568600595",Paris,75056,0.08695652173913043
21401,Mairie de Clamart,OUI,31,27,4,0,4,OUI,OUI,2025-03-13T14:01:32+00:00,"48.800612, 2.262151",Clamart,92023,0.12903225806451613
13011,Hôpital - Campo-Formio,OUI,11,5,6,0,6,OUI,OUI,2025-03-13T14:01:50+00:00,"48.835405, 2.358218",Paris,75056,0.5454545454545454
13044,Place Jeanne d'Arc,OUI,35,35,0,0,0,OUI,OUI,2025-03-13T13:55:52+00:00,"48.829575, 2.369126",Paris,75056,0.0
8549,George V - Christophe Colomb,OUI,24,0,24,6,18,OUI,OUI,2025-03-13T14:01:50+00:00,"48.87046, 2.30104",Paris,75056,1.0
17108,Bessières - Porte de Clichy,OUI,30,16,14,12,2,OUI,OUI,2025-03-13T14:02:00+00:00,"48.89611762451474, 2.31790903955698",Paris,75056,0.4666666666666667
20122,Vitruve - Davout,OUI,23,21,2,0,2,OUI,OUI,2025-03-13T13:59:14+00:00,"48.86053161154489, 2.4091592812626543",Paris,75056,0.08695652173913043
16020,Place de la Porte de Passy,OUI,34,33,1,0,1,OUI,OUI,2025-03-13T13:46:14+00:00,"48.857341095470794, 2.2644165538827115",Paris,75056,0.029411764705882353
22408,Place du 14 Juillet,OUI,22,21,1,1,0,OUI,OUI,2025-03-13T13:59:57+00:00,"48.819266959525, 2.3011998832226",Malakoff,92046,0.045454545454545456
8020,Batignolles - Beudant,OUI,43,39,4,3,1,OUI,OUI,2025-03-13T14:01:34+00:00,"48.88216401466375, 2.319852970540523",Paris,75056,0.09302325581395349
5012,Estrapade - Ulm,OUI,16,6,10,1,9,OUI,OUI,2025-03-13T13:58:45+00:00,"48.84512772828, 2.3454568170362",Paris,75056,0.625
17015,Place de Lévis,OUI,48,45,3,1,2,OUI,OUI,2025-03-13T14:00:46+00:00,"48.883546851533254, 2.3131933808326726",Paris,75056,0.0625
1021,Halles - Bourdonnais,OUI,19,2,17,12,5,OUI,OUI,2025-03-13T14:01:28+00:00,"48.860448992575, 2.3460162431002",Paris,75056,0.8947368421052632
42003,Place de l'Insurrection d'Août 1944,OUI,30,7,23,22,1,OUI,OUI,2025-03-13T14:00:37+00:00,"48.81477852751594, 2.398074567317963",Ivry-sur-Seine,94041,0.7666666666666667
33015,Charles Tillon - Cimetière Communal,OUI,26,1,25,6,19,OUI,OUI,2025-03-13T14:00:44+00:00,"48.91844023641836, 2.3935630917549138",Aubervilliers,93001,0.9615384615384616
12043,Daumesnil - Hébrard,OUI,39,17,22,19,3,OUI,OUI,2025-03-13T14:01:48+00:00,"48.8429, 2.38474",Paris,75056,0.5641025641025641
7017,La Motte-Picquet - La Tour Maubourg,OUI,40,23,17,11,6,OUI,OUI,2025-03-13T13:57:28+00:00,"48.856926701847, 2.3096215831203",Paris,75056,0.425
15311,Quai du Président Roosevelt - Pont Aval,OUI,30,0,30,20,10,OUI,OUI,2025-03-13T14:00:06+00:00,"48.8343883676388, 2.2656820714473724",Paris,75056,1.0
17023,Porte d'Asnières,OUI,33,23,10,8,2,OUI,OUI,2025-03-13T13:58:42+00:00,"48.89035817610495, 2.3036286234855656",Paris,75056,0.30303030303030304
35006,Delizy - Louis Nadot,OUI,21,18,3,1,2,OUI,OUI,2025-03-13T14:01:15+00:00,"48.896212845581346, 2.4094578623771667",Pantin,93055,0.14285714285714285
44007,Camille Groult - Guy Môquet,OUI,21,3,18,11,7,OUI,OUI,2025-03-13T13:59:17+00:00,"48.787482746521306, 2.3976725712418556",Vitry-sur-Seine,94081,0.8571428571428571
22015,Île de la Jatte,OUI,23,5,18,4,14,OUI,OUI,2025-03-13T13:59:13+00:00,"48.894036161302104, 2.2666339203715324",Neuilly-sur-Seine,92051,0.782608695652174
10105,Mazagran - Bonne Nouvelle,OUI,25,13,12,11,1,OUI,OUI,2025-03-13T14:00:28+00:00,"48.870047123655, 2.3511248454452",Paris,75056,0.48
9004,Gérando - Rochechouart,OUI,21,20,1,0,1,OUI,OUI,2025-03-13T13:57:21+00:00,"48.88294340845, 2.3464846238494",Paris,75056,0.047619047619047616
6008,Assas - Luxembourg,OUI,32,4,28,7,21,OUI,OUI,2025-03-13T14:01:27+00:00,"48.843734468779, 2.3334283818759",Paris,75056,0.875
51002,Placette Grégoire Collas,OUI,25,15,10,4,6,OUI,OUI,2025-03-13T13:54:54+00:00,"48.94342014002797, 2.2487476095557213",Argenteuil,95018,0.4
13109,Brillat-Savarin - Küss,OUI,21,16,5,4,1,OUI,OUI,2025-03-13T14:01:27+00:00,"48.822203, 2.350422",Paris,75056,0.23809523809523808
32601,Porte des Lilas - Faidherbe,OUI,39,38,1,1,0,OUI,OUI,2025-03-13T13:55:00+00:00,"48.87861855668978, 2.4120327830314636",Les Lilas,93045,0.02564102564102564
42209,Place de l'Europe - Quai de Bercy,OUI,15,4,11,9,2,OUI,OUI,2025-03-13T14:01:17+00:00,"48.82529858840266, 2.3945679143071175",Charenton-le-Pont,94018,0.7333333333333333
33016,Fort d'Aubervilliers,OUI,22,9,13,10,3,OUI,OUI,2025-03-13T13:55:39+00:00,"48.91502382370325, 2.4035281687974925",Aubervilliers,93001,0.5909090909090909
43001,Paris - Laitières,OUI,22,9,13,4,9,OUI,OUI,2025-03-13T14:01:09+00:00,"48.84630274151258, 2.4207553267478947",Vincennes,94080,0.5909090909090909
10162,Alexandre Parodi - Quai de Valmy,OUI,24,24,0,0,0,OUI,OUI,2025-03-13T13:59:10+00:00,"48.879359419425, 2.3665961623192",Paris,75056,0.0
15030,Emeriau - Beaugrenelle,OUI,72,12,60,50,10,OUI,OUI,2025-03-13T14:00:10+00:00,"48.84791249714942, 2.2843059897422795",Paris,75056,0.8333333333333334
13009,Auguste Blanqui - Corvisart,OUI,26,22,4,0,4,OUI,OUI,2025-03-13T14:00:57+00:00,"48.8300989, 2.3502726",Paris,75056,0.15384615384615385
9114,Faubourg Poissonnière - Dunkerque,OUI,29,27,2,1,1,OUI,OUI,2025-03-13T14:01:25+00:00,"48.880883445404436, 2.349934279918671",Paris,75056,0.06896551724137931
17111,Lemercier - Cardinet,OUI,24,22,2,1,1,OUI,OUI,2025-03-13T14:01:05+00:00,"48.890097168851746, 2.317377626895905",Paris,75056,0.08333333333333333
16011,Victor Hugo - La Pompe,OUI,40,31,9,2,7,OUI,OUI,2025-03-13T13:59:05+00:00,"48.86795222470859, 2.28146318346262",Paris,75056,0.225
9102,Londres - Place d'Estienne d'Orves,OUI,24,1,23,14,9,OUI,OUI,2025-03-13T13:58:49+00:00,"48.876693805756986, 2.3305362090468407",Paris,75056,0.9583333333333334
25001,Colmar - Victor Hugo,OUI,31,7,24,10,14,OUI,OUI,2025-03-13T13:59:18+00:00,"48.88652251096166, 2.173960916697979",Rueil-Malmaison,92063,0.7741935483870968
9006,Dunkerque - Trudaine,OUI,16,15,1,0,1,OUI,OUI,2025-03-13T13:59:19+00:00,"48.88215166773376, 2.3463253676891327",Paris,75056,0.0625
13032,Italie - Jardin Joan Miro,OUI,24,21,3,2,1,OUI,OUI,2025-03-13T14:00:44+00:00,"48.81990914045756, 2.3592948541045193",Paris,75056,0.125
92006,Place Nelson Mandela,OUI,30,17,13,2,11,OUI,OUI,2025-03-13T13:59:54+00:00,"48.897874318180556, 2.2182820737361912",Nanterre,92050,0.43333333333333335
10165,Gare de l'Est - Place du 11 Novembre 1918,OUI,39,38,1,0,1,OUI,OUI,2025-03-13T14:00:56+00:00,"48.876327, 2.3585464",Paris,75056,0.02564102564102564
12038,Picpus - Louis Braille,OUI,43,40,3,2,1,OUI,OUI,2025-03-13T14:00:53+00:00,"48.839988788912, 2.4005256685521",Paris,75056,0.06976744186046512
15064,Javel - André Citroën,OUI,44,8,36,33,3,OUI,OUI,2025-03-13T14:00:31+00:00,"48.846276485475, 2.2786368057132",Paris,75056,0.8181818181818182
12155,Rottembourg - Général Michel Bizot,OUI,42,35,7,6,1,OUI,OUI,2025-03-13T13:59:45+00:00,"48.83787825992554, 2.4044052511453633",Paris,75056,0.16666666666666666
13128,Quai de la Gare - Pont de Bercy,OUI,29,4,25,22,3,OUI,OUI,2025-03-13T13:56:42+00:00,"48.83730787972, 2.3740861260598",Paris,75056,0.8620689655172413
9011,Geoffroy - Marie,OUI,17,4,13,10,3,OUI,OUI,2025-03-13T14:01:23+00:00,"48.873781940593325, 2.344513876337893",Paris,75056,0.7647058823529411
92001,Mairie de quartier du Plateau - Mont-Valérien,OUI,20,14,6,4,2,OUI,OUI,2025-03-13T13:54:38+00:00,"48.8799933, 2.2072437",Nanterre,92050,0.3
9034,Godot de Mauroy - Madeleine,OUI,21,2,19,5,14,OUI,OUI,2025-03-13T14:01:25+00:00,"48.869789, 2.326347",Paris,75056,0.9047619047619048
43010,La Jarry - Place Diderot,OUI,25,20,5,1,4,OUI,OUI,2025-03-13T13:58:41+00:00,"48.849726940367326, 2.452013790607453",Vincennes,94080,0.2
10021,Marché Saint-Quentin,OUI,14,11,3,1,2,OUI,OUI,2025-03-13T14:01:54+00:00,"48.877356057652, 2.3545114456374",Paris,75056,0.21428571428571427
15057,Lucien Bossoutrot - Général Martial Vallin,OUI,38,10,28,20,8,OUI,OUI,2025-03-13T14:01:28+00:00,"48.836956046311, 2.2741072252393",Paris,75056,0.7368421052631579
5115,Buffon - Jardin des Plantes,OUI,30,2,28,19,9,OUI,OUI,2025-03-13T13:59:49+00:00,"48.842668466104875, 2.3618587106466293",Paris,75056,0.9333333333333333
16002,Pergolèse - Malakoff,OUI,37,28,9,3,6,OUI,OUI,2025-03-13T14:00:34+00:00,"48.87521088779225, 2.2842781618237495",Paris,75056,0.24324324324324326
41211,Louis Xavier de Ricard - Ancienne Mairie,OUI,34,32,2,2,0,OUI,OUI,2025-03-13T13:59:23+00:00,"48.84629899065091, 2.472420372068882",Fontenay-sous-Bois,94033,0.058823529411764705
6027,Blaise-Desgoffe - Vaugirard,OUI,32,20,12,7,5,OUI,OUI,2025-03-13T13:58:55+00:00,"48.846128877747, 2.3242672160268",Paris,75056,0.375
12101,Charenton - Prague,OUI,28,11,17,15,2,OUI,OUI,2025-03-13T14:01:23+00:00,"48.848175129981, 2.3763584494312",Paris,75056,0.6071428571428571
18007,Goutte d'or - Barbès,OUI,20,18,2,0,2,OUI,OUI,2025-03-13T14:00:44+00:00,"48.885124323627, 2.3496962338686",Paris,75056,0.1
5001,Harpe - Saint-Germain,OUI,43,18,25,20,5,OUI,OUI,2025-03-13T14:00:40+00:00,"48.851518815017, 2.3436703160405",Paris,75056,0.5813953488372093
9027,Douai - Pierre Fontaine,OUI,23,20,3,2,1,OUI,OUI,2025-03-13T13:57:32+00:00,"48.88229101148092, 2.33324121683836",Paris,75056,0.13043478260869565
51001,Gare d'Argenteuil,OUI,37,19,18,4,14,OUI,OUI,2025-03-13T13:58:31+00:00,"48.947022436806705, 2.256898172199726",Argenteuil,95018,0.4864864864864865
4020,Place Edmond Michelet,OUI,23,10,13,12,1,OUI,OUI,2025-03-13T14:00:49+00:00,"48.860134890542, 2.3500636965036",Paris,75056,0.5652173913043478
21315,Jules Guesdes - Général de Gaulle,OUI,24,23,1,0,1,OUI,OUI,2025-03-13T13:59:34+00:00,"48.81930581291959, 2.278934195637703",Issy-les-Moulineaux,92040,0.041666666666666664
15022,Emile Zola - Fondary,OUI,41,13,28,21,7,OUI,OUI,2025-03-13T14:01:36+00:00,"48.847051143113745, 2.2953405976295476",Paris,75056,0.6829268292682927
23102,Hôtel de Ville de Sèvres,OUI,31,16,15,12,3,OUI,OUI,2025-03-13T13:53:08+00:00,"48.824363561289, 2.2131047397852",Sèvres,92072,0.4838709677419355
23004,Paul Vaillant-Couturier - Victor Hugo,OUI,34,8,26,23,3,OUI,OUI,2025-03-13T14:00:09+00:00,"48.89819702263572, 2.293848017974069",Levallois-Perret,92044,0.7647058823529411
15036,Croix Nivert - Square Saint-Lambert,OUI,47,47,0,0,0,NON,NON,2025-03-03T09:03:43+00:00,"48.843051521591, 2.2952004522085",Paris,75056,0.0
8037,Monceau - Malesherbes,OUI,37,28,9,4,5,OUI,OUI,2025-03-13T14:01:31+00:00,"48.8795079, 2.3145456",Paris,75056,0.24324324324324326
6022,Marché Saint-Germain,OUI,19,0,19,12,7,OUI,OUI,2025-03-13T14:00:45+00:00,"48.85165625855281, 2.335500307381153",Paris,75056,1.0
11017,Charonne - Bureau,OUI,44,44,0,0,0,OUI,OUI,2025-03-13T14:00:14+00:00,"48.854176, 2.396093",Paris,75056,0.0
15006,Cherche-Midi - Hôpital Necker,OUI,35,22,13,8,5,OUI,OUI,2025-03-13T13:58:47+00:00,"48.84461063309956, 2.317914068698883",Paris,75056,0.37142857142857144
21306,Place Lafayette,OUI,61,6,55,46,9,OUI,OUI,2025-03-13T14:01:34+00:00,"48.829654975522, 2.2638675570488",Issy-les-Moulineaux,92040,0.9016393442622951
41403,Gare RER - Malleret-Joinville,OUI,20,9,11,9,2,OUI,OUI,2025-03-13T13:59:40+00:00,"48.802936, 2.42531",Alfortville,94002,0.55
41205,Maréchal Joffre - Verdun,OUI,20,18,2,0,2,OUI,OUI,2025-03-13T14:01:56+00:00,"48.85385, 2.470307",Fontenay-sous-Bois,94033,0.1
33014,Parc Eli Lotar,OUI,19,15,4,2,2,OUI,OUI,2025-03-13T14:00:34+00:00,"48.91844993053703, 2.3727085813879967",Aubervilliers,93001,0.21052631578947367
12018,Saint-Mandé - Fabre d'Eglantine,OUI,32,18,14,6,8,OUI,OUI,2025-03-13T14:01:36+00:00,"48.8453579, 2.3965022",Paris,75056,0.4375
15127,Place Charles Michels,OUI,35,10,25,22,3,OUI,OUI,2025-03-13T14:01:45+00:00,"48.846401, 2.28502",Paris,75056,0.7142857142857143
44016,Balzac - Olympes de Gouges,OUI,28,10,18,8,10,OUI,OUI,2025-03-13T13:59:48+00:00,"48.77850332486751, 2.4006786569952965",Vitry-sur-Seine,94081,0.6428571428571429
20105,Benoît Frachon - République,OUI,28,26,2,1,1,OUI,OUI,2025-03-13T14:00:50+00:00,"48.85230729014318, 2.415605485439301",Paris,75056,0.07142857142857142
44005,Place Saint-Just,OUI,22,14,8,3,5,OUI,OUI,2025-03-13T14:01:54+00:00,"48.790379518724265, 2.3895226791501045",Vitry-sur-Seine,94081,0.36363636363636365
33103,Jean Jaurès - Jules Jacquemin,OUI,21,21,0,0,0,OUI,OUI,2025-03-13T13:56:45+00:00,"48.88433053604843, 2.4082902455152104",Le Pré-Saint-Gervais,93061,0.0
17119,Toqueville - Cardinet,OUI,31,25,6,3,3,OUI,OUI,2025-03-13T13:57:01+00:00,"48.88490187110713, 2.3109393194317818",Paris,75056,0.1935483870967742
14032,Mairie du 14ème,OUI,32,30,2,0,2,OUI,OUI,2025-03-13T13:59:53+00:00,"48.83254578123, 2.3254923149943",Paris,75056,0.0625
15011,Cambronne - Villa Croix Nivert,OUI,60,49,11,9,2,OUI,OUI,2025-03-13T14:01:52+00:00,"48.845847561366, 2.3017574474216",Paris,75056,0.18333333333333332
14011,Place des Droits de l'Enfant,OUI,39,36,3,1,2,OUI,OUI,2025-03-13T14:01:50+00:00,"48.8274804, 2.3319217",Paris,75056,0.07692307692307693
12026,Place Ginette Hamelin,OUI,50,22,28,24,4,OUI,OUI,2025-03-13T13:59:04+00:00,"48.837853, 2.382064",Paris,75056,0.56
16019,Porte de la Muette,OUI,34,14,20,4,16,OUI,OUI,2025-03-13T14:00:39+00:00,"48.86302317841182, 2.2687188170157406",Paris,75056,0.5882352941176471
6012,Saint-Germain - Ciseaux,OUI,18,3,15,12,3,OUI,OUI,2025-03-13T13:59:24+00:00,"48.853305277595, 2.3344654618827",Paris,75056,0.8333333333333334
33012,Landy - Heurtault,OUI,29,29,0,0,0,OUI,OUI,2025-03-13T13:59:17+00:00,"48.915096534520316, 2.375951372087002",Aubervilliers,93001,0.0
27005,Gare du Stade,OUI,18,12,6,2,4,OUI,OUI,2025-03-13T13:55:56+00:00,"48.9312676, 2.2603778",Colombes,92025,0.3333333333333333
2013,Favart - Italiens,OUI,17,4,13,2,11,OUI,OUI,2025-03-13T14:01:27+00:00,"48.871446353921, 2.3382901058508",Paris,75056,0.7647058823529411
15071,Suffren - Champ de Mars,OUI,23,15,8,8,0,OUI,OUI,2025-03-13T14:00:55+00:00,"48.8547194, 2.2952168",Paris,75056,0.34782608695652173
3102,Bourg l'Abbé - Saint-Martin,OUI,36,1,35,22,13,OUI,OUI,2025-03-13T14:01:07+00:00,"48.86393331949257, 2.352406270802021",Paris,75056,0.9722222222222222
9024,Taitbout - La Fayette,OUI,51,6,45,26,19,OUI,OUI,2025-03-13T14:01:36+00:00,"48.8733298892, 2.3352625966072",Paris,75056,0.8823529411764706
11033,Bréguet - Sabin,OUI,29,9,20,18,2,OUI,OUI,2025-03-13T13:58:34+00:00,"48.856931678257, 2.3706749462105",Paris,75056,0.6896551724137931
8201,Arsène Houssaye - Friedland,OUI,29,23,6,0,6,OUI,OUI,2025-03-13T14:01:46+00:00,"48.874510616163, 2.2994716674148",Paris,75056,0.20689655172413793
10033,Gare du Nord - Saint-Vincent de Paul,OUI,24,21,3,1,2,OUI,OUI,2025-03-13T13:53:11+00:00,"48.880955741648, 2.3524305148385",Paris,75056,0.125
21319,Esplanade du Foncet - Camille Desmoulins,OUI,27,1,26,19,7,OUI,OUI,2025-03-13T14:01:37+00:00,"48.827090233494964, 2.2606857866048813",Issy-les-Moulineaux,92040,0.9629629629629629
18039,Jardins d'Eole,OUI,19,16,3,0,3,OUI,OUI,2025-03-13T13:58:22+00:00,"48.8869703, 2.3668488",Paris,75056,0.15789473684210525
8116,Champs-Elysees - Bassano,OUI,25,25,0,0,0,NON,NON,2021-02-21T19:09:18+00:00,"48.871811807816, 2.300238981843",Paris,75056,0.0
10024,Buisson Saint-Louis - Saint-Maur,OUI,18,18,0,0,0,NON,NON,2024-12-03T04:34:28+00:00,"48.871746849303, 2.372252832879",Paris,75056,0.0
18030,Joseph Dijon - Ornano,OUI,36,34,2,2,0,OUI,OUI,2025-03-13T14:00:50+00:00,"48.89374453351521, 2.3476678133010864",Paris,75056,0.05555555555555555
20022,Porte de Bagnolet,OUI,33,33,0,0,0,OUI,OUI,2025-03-13T14:00:51+00:00,"48.864707139122984, 2.408344637349607",Paris,75056,0.0
5024,Place Monge,OUI,21,13,8,2,6,OUI,OUI,2025-03-13T14:00:58+00:00,"48.842761803051, 2.3524079471827",Paris,75056,0.38095238095238093
12036,Reuilly - Place Felix Eboue,OUI,41,37,4,2,2,OUI,OUI,2025-03-13T14:00:15+00:00,"48.84030274499962, 2.394630398715453",Paris,75056,0.0975609756097561
31005,Square Denise Buisson,OUI,45,45,0,0,0,OUI,OUI,2025-03-13T14:00:30+00:00,"48.8562322730982, 2.426436245441437",Montreuil,93048,0.0
14026,Plantes - Moulin Vert,OUI,45,41,4,1,3,OUI,OUI,2025-03-13T14:00:19+00:00,"48.83005755305626, 2.3232302069664006",Paris,75056,0.08888888888888889
21314,Chemin de Bretagne,OUI,28,0,28,22,6,OUI,OUI,2025-03-13T14:01:57+00:00,"48.824753068884, 2.2588385956052",Issy-les-Moulineaux,92040,1.0
10008,Cité Riverin - Château d'Eau,OUI,17,6,11,9,2,OUI,OUI,2025-03-13T13:59:33+00:00,"48.870702423554306, 2.358739863900845",Paris,75056,0.6470588235294118
12005,Crozatier - Faubourg Saint-Antoine,OUI,39,11,28,25,3,OUI,OUI,2025-03-13T14:01:14+00:00,"48.850440013405, 2.378901366211",Paris,75056,0.717948717948718
8117,Place de la Madeleine - Royale,OUI,43,0,43,27,16,OUI,OUI,2025-03-13T14:01:19+00:00,"48.869228052648, 2.324421107769",Paris,75056,1.0
13516,Glacière - Soeur Catherine Marie,OUI,40,31,9,3,6,OUI,OUI,2025-03-13T14:00:43+00:00,"48.829522989420596, 2.343570403754711",Paris,75056,0.225
10032,Claude Vellefaux - Hôpital Saint-Louis,OUI,32,26,6,2,4,OUI,OUI,2025-03-13T13:55:40+00:00,"48.872859139003, 2.3700717069851",Paris,75056,0.1875
12028,Vivaldi - Antoine-Julien Hénard,OUI,27,26,1,0,1,OUI,OUI,2025-03-13T13:59:35+00:00,"48.841923663276546, 2.389728979467376",Paris,75056,0.037037037037037035
48004,Maxime Gorki - Louis Aragon,OUI,20,17,3,2,1,OUI,OUI,2025-03-13T13:57:53+00:00,"48.78909814728443, 2.368387877941132",Villejuif,94076,0.15
12035,Madagascar - Meuniers,OUI,32,30,2,1,1,OUI,OUI,2025-03-13T13:56:00+00:00,"48.83460464474706, 2.3970650508999825",Paris,75056,0.0625
